label,file
Angry,03-01-05-01-02-02-22.wav
Angry,03-01-05-01-02-02-23.wav
Angry,03-01-05-01-02-02-24.wav
Angry,03-01-05-02-01-01-01.wav
Angry,03-01-05-02-01-01-02.wav
Angry,03-01-05-02-01-01-03.wav
Angry,03-01-05-02-01-01-04.wav
Angry,03-01-05-02-01-01-05.wav
Angry,03-01-05-02-01-01-06.wav
Angry,03-01-05-02-01-01-07.wav
Angry,03-01-05-02-01-01-08.wav
Angry,03-01-05-02-01-01-09.wav
Angry,03-01-05-02-01-01-10.wav
Angry,03-01-05-02-01-01-11.wav
Angry,03-01-05-02-01-01-12.wav
Angry,03-01-05-02-01-01-13.wav
Angry,03-01-05-02-01-01-14.wav
Angry,03-01-05-02-01-01-15.wav
Angry,03-01-05-02-01-01-16.wav
Angry,03-01-05-02-01-01-17.wav
Angry,03-01-05-02-01-01-18.wav
Angry,03-01-05-02-01-01-19.wav
Angry,03-01-05-02-01-01-20.wav
Angry,03-01-05-02-01-01-21.wav
Angry,03-01-05-02-01-01-22.wav
Angry,03-01-05-02-01-01-23.wav
Angry,03-01-05-02-01-01-24.wav
Angry,03-01-05-02-01-02-01.wav
Angry,03-01-05-02-01-02-02.wav
Angry,03-01-05-02-01-02-03.wav
Angry,03-01-05-02-01-02-04.wav
Angry,03-01-05-02-01-02-05.wav
Angry,03-01-05-02-01-02-06.wav
Angry,03-01-05-02-01-02-07.wav
Angry,03-01-05-02-01-02-08.wav
Angry,03-01-05-02-01-02-09.wav
Angry,03-01-05-02-01-02-10.wav
Angry,03-01-05-02-01-02-11.wav
Angry,03-01-05-02-01-02-12.wav
Angry,03-01-05-02-01-02-13.wav
Angry,03-01-05-02-01-02-14.wav
Angry,03-01-05-02-01-02-15.wav
Angry,03-01-05-02-01-02-16.wav
Angry,03-01-05-02-01-02-17.wav
Angry,03-01-05-02-01-02-18.wav
Angry,03-01-05-02-01-02-19.wav
Angry,03-01-05-02-01-02-20.wav
Angry,03-01-05-02-01-02-21.wav
Angry,03-01-05-02-01-02-22.wav
Angry,03-01-05-02-01-02-23.wav
Angry,03-01-05-02-01-02-24.wav
Angry,03-01-05-02-02-01-01.wav
Angry,03-01-05-02-02-01-02.wav
Angry,03-01-05-02-02-01-03.wav
Angry,03-01-05-02-02-01-04.wav
Angry,03-01-05-02-02-01-05.wav
Angry,03-01-05-02-02-01-06.wav
Angry,03-01-05-02-02-01-07.wav
Angry,03-01-05-02-02-01-08.wav
Angry,03-01-05-02-02-01-09.wav
Angry,03-01-05-02-02-01-10.wav
Angry,03-01-05-02-02-01-11.wav
Angry,03-01-05-02-02-01-12.wav
Angry,03-01-05-02-02-01-13.wav
Angry,03-01-05-02-02-01-14.wav
Angry,03-01-05-02-02-01-15.wav
Angry,03-01-05-02-02-01-16.wav
Angry,03-01-05-02-02-01-17.wav
Angry,03-01-05-02-02-01-18.wav
Angry,03-01-05-02-02-01-19.wav
Angry,03-01-05-02-02-01-20.wav
Angry,03-01-05-02-02-01-21.wav
Angry,03-01-05-02-02-01-22.wav
Angry,03-01-05-02-02-01-23.wav
Angry,03-01-05-02-02-01-24.wav
Angry,03-01-05-02-02-02-01.wav
Angry,03-01-05-02-02-02-02.wav
Angry,03-01-05-02-02-02-03.wav
Angry,03-01-05-02-02-02-04.wav
Angry,03-01-05-02-02-02-05.wav
Angry,03-01-05-02-02-02-06.wav
Angry,03-01-05-02-02-02-07.wav
Angry,03-01-05-02-02-02-08.wav
Angry,03-01-05-02-02-02-09.wav
Angry,03-01-05-02-02-02-10.wav
Angry,03-01-05-02-02-02-11.wav
Angry,03-01-05-02-02-02-12.wav
Angry,03-01-05-02-02-02-13.wav
Angry,03-01-05-02-02-02-14.wav
Angry,03-01-05-02-02-02-15.wav
Angry,03-01-05-02-02-02-16.wav
Angry,03-01-05-02-02-02-17.wav
Angry,03-01-05-02-02-02-18.wav
Angry,03-01-05-02-02-02-19.wav
Angry,03-01-05-02-02-02-20.wav
Angry,03-01-05-02-02-02-21.wav
Angry,03-01-05-02-02-02-22.wav
Angry,03-01-05-02-02-02-23.wav
Angry,03-01-05-02-02-02-24.wav
Angry,1001_DFA_ANG_XX.wav
Angry,1001_IEO_ANG_HI.wav
Angry,1001_IEO_ANG_LO.wav
Angry,1001_IEO_ANG_MD.wav
Angry,1001_IOM_ANG_XX.wav
Angry,1001_ITH_ANG_XX.wav
Angry,1001_ITS_ANG_XX.wav
Angry,1001_IWL_ANG_XX.wav
Angry,1001_IWW_ANG_XX.wav
Angry,1001_MTI_ANG_XX.wav
Angry,1001_TAI_ANG_XX.wav
Angry,1001_TIE_ANG_XX.wav
Angry,1001_TSI_ANG_XX.wav
Angry,1001_WSI_ANG_XX.wav
Angry,1002_DFA_ANG_XX.wav
Angry,1002_IEO_ANG_HI.wav
Angry,1002_IEO_ANG_LO.wav
Angry,1002_IEO_ANG_MD.wav
Angry,1002_IOM_ANG_XX.wav
Angry,1002_ITH_ANG_XX.wav
Angry,1002_ITS_ANG_XX.wav
Angry,1002_IWL_ANG_XX.wav
Angry,1002_IWW_ANG_XX.wav
Angry,1002_MTI_ANG_XX.wav
Angry,1002_TAI_ANG_XX.wav
Angry,1002_TIE_ANG_XX.wav
Angry,1002_TSI_ANG_XX.wav
Angry,1002_WSI_ANG_XX.wav
Angry,1003_DFA_ANG_XX.wav
Angry,1003_IEO_ANG_HI.wav
Angry,1003_IEO_ANG_LO.wav
Angry,1003_IEO_ANG_MD.wav
Angry,1003_IOM_ANG_XX.wav
Angry,1003_ITH_ANG_XX.wav
Angry,1003_ITS_ANG_XX.wav
Angry,1003_IWL_ANG_XX.wav
Angry,1003_IWW_ANG_XX.wav
Angry,1003_MTI_ANG_XX.wav
Angry,1003_TAI_ANG_XX.wav
Angry,1003_TIE_ANG_XX.wav
Angry,1003_TSI_ANG_XX.wav
Angry,1003_WSI_ANG_XX.wav
Angry,1004_DFA_ANG_XX.wav
Angry,1004_IEO_ANG_HI.wav
Angry,1004_IEO_ANG_LO.wav
Angry,1004_IEO_ANG_MD.wav
Angry,1004_IOM_ANG_XX.wav
Angry,1004_ITH_ANG_XX.wav
Angry,1004_ITS_ANG_XX.wav
Angry,1004_IWL_ANG_XX.wav
Angry,1004_IWW_ANG_XX.wav
Angry,1004_MTI_ANG_XX.wav
Angry,1004_TAI_ANG_XX.wav
Angry,1004_TIE_ANG_XX.wav
Angry,1004_TSI_ANG_XX.wav
Angry,1004_WSI_ANG_XX.wav
Angry,1005_DFA_ANG_XX.wav
Angry,1005_IEO_ANG_HI.wav
Angry,1005_IEO_ANG_LO.wav
Angry,1005_IEO_ANG_MD.wav
Angry,1005_IOM_ANG_XX.wav
Angry,1005_ITH_ANG_XX.wav
Angry,1005_ITS_ANG_XX.wav
Angry,1005_IWL_ANG_XX.wav
Angry,1005_IWW_ANG_XX.wav
Angry,1005_MTI_ANG_XX.wav
Angry,1005_TAI_ANG_XX.wav
Angry,1005_TIE_ANG_XX.wav
Angry,1005_TSI_ANG_XX.wav
Angry,1005_WSI_ANG_XX.wav
Angry,1006_DFA_ANG_XX.wav
Angry,1006_IEO_ANG_HI.wav
Angry,1006_IEO_ANG_LO.wav
Angry,1006_IEO_ANG_MD.wav
Angry,1006_IOM_ANG_XX.wav
Angry,1006_ITH_ANG_XX.wav
Angry,1006_ITS_ANG_XX.wav
Angry,1006_IWL_ANG_XX.wav
Angry,1006_IWW_ANG_XX.wav
Angry,1006_MTI_ANG_XX.wav
Angry,1006_TAI_ANG_XX.wav
Angry,1006_TIE_ANG_XX.wav
Angry,1006_TSI_ANG_XX.wav
Angry,1006_WSI_ANG_XX.wav
Angry,1007_DFA_ANG_XX.wav
Angry,1007_IEO_ANG_HI.wav
Angry,1007_IEO_ANG_LO.wav
Angry,1007_IEO_ANG_MD.wav
Angry,1007_IOM_ANG_XX.wav
Angry,1007_ITH_ANG_XX.wav
Angry,1007_ITS_ANG_XX.wav
Angry,1007_IWL_ANG_XX.wav
Angry,1007_IWW_ANG_XX.wav
Angry,1007_MTI_ANG_XX.wav
Angry,1007_TAI_ANG_XX.wav
Angry,1007_TIE_ANG_XX.wav
Angry,1007_TSI_ANG_XX.wav
Angry,1007_WSI_ANG_XX.wav
Angry,1008_DFA_ANG_XX.wav
Angry,1008_IEO_ANG_HI.wav
Angry,1008_IEO_ANG_LO.wav
Angry,1008_IEO_ANG_MD.wav
Angry,1008_IOM_ANG_XX.wav
Angry,1008_ITH_ANG_XX.wav
Angry,1008_ITS_ANG_XX.wav
Angry,1008_IWL_ANG_XX.wav
Angry,1008_IWW_ANG_XX.wav
Angry,1008_MTI_ANG_XX.wav
Angry,1008_TAI_ANG_XX.wav
Angry,1008_TIE_ANG_XX.wav
Angry,1008_TSI_ANG_XX.wav
Angry,1009_DFA_ANG_XX.wav
Angry,1009_IEO_ANG_HI.wav
Angry,1009_IEO_ANG_LO.wav
Angry,1009_IEO_ANG_MD.wav
Angry,1009_IOM_ANG_XX.wav
Angry,1009_ITH_ANG_XX.wav
Angry,1009_ITS_ANG_XX.wav
Angry,1009_IWL_ANG_XX.wav
Angry,1009_IWW_ANG_XX.wav
Angry,1009_TAI_ANG_XX.wav
Angry,1009_TIE_ANG_XX.wav
Angry,1009_TSI_ANG_XX.wav
Angry,1009_WSI_ANG_XX.wav
Angry,1010_DFA_ANG_XX.wav
Angry,1010_IEO_ANG_HI.wav
Angry,1010_IEO_ANG_LO.wav
Angry,1010_IEO_ANG_MD.wav
Angry,1010_IOM_ANG_XX.wav
Angry,1010_ITH_ANG_XX.wav
Angry,1010_ITS_ANG_XX.wav
Angry,1010_IWL_ANG_XX.wav
Angry,1010_IWW_ANG_XX.wav
Angry,1010_MTI_ANG_XX.wav
Angry,1010_TAI_ANG_XX.wav
Angry,1010_TIE_ANG_XX.wav
Angry,1010_TSI_ANG_XX.wav
Angry,1010_WSI_ANG_XX.wav
Angry,1011_DFA_ANG_XX.wav
Angry,1011_IEO_ANG_HI.wav
Angry,1011_IEO_ANG_LO.wav
Angry,1011_IEO_ANG_MD.wav
Angry,1011_IOM_ANG_XX.wav
Angry,1011_ITH_ANG_XX.wav
Angry,1011_ITS_ANG_XX.wav
Angry,1011_IWL_ANG_XX.wav
Angry,1011_IWW_ANG_XX.wav
Angry,1011_MTI_ANG_XX.wav
Angry,1011_TAI_ANG_XX.wav
Angry,1011_TIE_ANG_XX.wav
Angry,1011_TSI_ANG_XX.wav
Angry,1011_WSI_ANG_XX.wav
Angry,1012_DFA_ANG_XX.wav
Angry,1012_IEO_ANG_HI.wav
Angry,1012_IEO_ANG_LO.wav
Angry,1012_IEO_ANG_MD.wav
Angry,1012_IOM_ANG_XX.wav
Angry,1012_ITH_ANG_XX.wav
Angry,1012_ITS_ANG_XX.wav
Angry,1012_IWL_ANG_XX.wav
Angry,1012_IWW_ANG_XX.wav
Angry,1012_MTI_ANG_XX.wav
Angry,1012_TAI_ANG_XX.wav
Angry,1012_TIE_ANG_XX.wav
Angry,1012_TSI_ANG_XX.wav
Angry,1012_WSI_ANG_XX.wav
Angry,1013_DFA_ANG_XX.wav
Angry,1013_IEO_ANG_HI.wav
Angry,1013_IEO_ANG_LO.wav
Angry,1013_IEO_ANG_MD.wav
Angry,1013_IOM_ANG_XX.wav
Angry,1013_ITH_ANG_XX.wav
Angry,1013_ITS_ANG_XX.wav
Angry,1013_IWL_ANG_XX.wav
Angry,1013_IWW_ANG_XX.wav
Angry,1013_MTI_ANG_XX.wav
Angry,1013_TAI_ANG_XX.wav
Angry,1013_TIE_ANG_XX.wav
Angry,1013_TSI_ANG_XX.wav
Angry,1013_WSI_ANG_XX.wav
Angry,1014_DFA_ANG_XX.wav
Angry,1014_IEO_ANG_HI.wav
Angry,1014_IEO_ANG_LO.wav
Angry,1014_IEO_ANG_MD.wav
Angry,1014_IOM_ANG_XX.wav
Angry,1014_ITH_ANG_XX.wav
Angry,1014_ITS_ANG_XX.wav
Angry,1014_IWL_ANG_XX.wav
Angry,1014_IWW_ANG_XX.wav
Angry,1014_MTI_ANG_XX.wav
Angry,1014_TAI_ANG_XX.wav
Angry,1014_TIE_ANG_XX.wav
Angry,1014_TSI_ANG_XX.wav
Angry,1014_WSI_ANG_XX.wav
Angry,1015_DFA_ANG_XX.wav
Angry,1015_IEO_ANG_HI.wav
Angry,1015_IEO_ANG_LO.wav
Angry,1015_IEO_ANG_MD.wav
Angry,1015_IOM_ANG_XX.wav
Angry,1015_ITH_ANG_XX.wav
Angry,1015_ITS_ANG_XX.wav
Angry,1015_IWL_ANG_XX.wav
Angry,1015_IWW_ANG_XX.wav
Angry,1015_MTI_ANG_XX.wav
Angry,1015_TAI_ANG_XX.wav
Angry,1015_TIE_ANG_XX.wav
Angry,1015_TSI_ANG_XX.wav
Angry,1015_WSI_ANG_XX.wav
Angry,1016_DFA_ANG_XX.wav
Angry,1016_IEO_ANG_HI.wav
Angry,1016_IEO_ANG_LO.wav
Angry,1016_IEO_ANG_MD.wav
Angry,1016_IOM_ANG_XX.wav
Angry,1016_ITH_ANG_XX.wav
Angry,1016_ITS_ANG_XX.wav
Angry,1016_IWL_ANG_XX.wav
Angry,1016_IWW_ANG_XX.wav
Angry,1016_MTI_ANG_XX.wav
Angry,1016_TAI_ANG_XX.wav
Angry,1016_TIE_ANG_XX.wav
Angry,1016_TSI_ANG_XX.wav
Angry,1016_WSI_ANG_XX.wav
Angry,1017_DFA_ANG_XX.wav
Angry,1017_IEO_ANG_HI.wav
Angry,1017_IEO_ANG_LO.wav
Angry,1017_IEO_ANG_MD.wav
Angry,1017_IOM_ANG_XX.wav
Angry,1017_ITH_ANG_XX.wav
Angry,1017_ITS_ANG_XX.wav
Angry,1017_IWL_ANG_XX.wav
Angry,1017_IWW_ANG_XX.wav
Angry,1017_MTI_ANG_XX.wav
Angry,1017_TAI_ANG_XX.wav
Angry,1017_TIE_ANG_XX.wav
Angry,1017_TSI_ANG_XX.wav
Angry,1017_WSI_ANG_XX.wav
Angry,1018_DFA_ANG_XX.wav
Angry,1018_IEO_ANG_HI.wav
Angry,1018_IEO_ANG_LO.wav
Angry,1018_IEO_ANG_MD.wav
Angry,1018_IOM_ANG_XX.wav
Angry,1018_ITH_ANG_XX.wav
Angry,1018_ITS_ANG_XX.wav
Angry,1018_IWL_ANG_XX.wav
Angry,1018_IWW_ANG_XX.wav
Angry,1018_MTI_ANG_XX.wav
Angry,1018_TAI_ANG_XX.wav
Angry,1018_TIE_ANG_XX.wav
Angry,1018_TSI_ANG_XX.wav
Angry,1018_WSI_ANG_XX.wav
Angry,1019_DFA_ANG_XX.wav
Angry,1019_IEO_ANG_HI.wav
Angry,1019_IEO_ANG_LO.wav
Angry,1019_IEO_ANG_MD.wav
Angry,1019_IOM_ANG_XX.wav
Angry,1019_ITS_ANG_XX.wav
Angry,1019_IWL_ANG_XX.wav
Angry,1019_IWW_ANG_XX.wav
Angry,1019_MTI_ANG_XX.wav
Angry,1019_TAI_ANG_XX.wav
Angry,1019_TIE_ANG_XX.wav
Angry,1019_TSI_ANG_XX.wav
Angry,1019_WSI_ANG_XX.wav
Angry,1020_DFA_ANG_XX.wav
Angry,1020_IEO_ANG_HI.wav
Angry,1020_IEO_ANG_LO.wav
Angry,1020_IEO_ANG_MD.wav
Angry,1020_IOM_ANG_XX.wav
Angry,1020_ITH_ANG_XX.wav
Angry,1020_ITS_ANG_XX.wav
Angry,1020_IWL_ANG_XX.wav
Angry,1020_IWW_ANG_XX.wav
Angry,1020_MTI_ANG_XX.wav
Angry,1020_TAI_ANG_XX.wav
Angry,1020_TIE_ANG_XX.wav
Angry,1020_TSI_ANG_XX.wav
Angry,1020_WSI_ANG_XX.wav
Angry,1021_DFA_ANG_XX.wav
Angry,1021_IEO_ANG_HI.wav
Angry,1021_IEO_ANG_LO.wav
Angry,1021_IEO_ANG_MD.wav
Angry,1021_IOM_ANG_XX.wav
Angry,1021_ITH_ANG_XX.wav
Angry,1021_ITS_ANG_XX.wav
Angry,1021_IWL_ANG_XX.wav
Angry,1021_IWW_ANG_XX.wav
Angry,1021_MTI_ANG_XX.wav
Angry,1021_TAI_ANG_XX.wav
Angry,1021_TIE_ANG_XX.wav
Angry,1021_TSI_ANG_XX.wav
Angry,1021_WSI_ANG_XX.wav
Angry,1022_DFA_ANG_XX.wav
Angry,1022_IEO_ANG_HI.wav
Angry,1022_IEO_ANG_LO.wav
Angry,1022_IEO_ANG_MD.wav
Angry,1022_IOM_ANG_XX.wav
Angry,1022_ITH_ANG_XX.wav
Angry,1022_ITS_ANG_XX.wav
Angry,1022_IWL_ANG_XX.wav
Angry,1022_IWW_ANG_XX.wav
Angry,1022_MTI_ANG_XX.wav
Angry,1022_TAI_ANG_XX.wav
Angry,1022_TIE_ANG_XX.wav
Angry,1022_TSI_ANG_XX.wav
Angry,1022_WSI_ANG_XX.wav
Angry,1023_DFA_ANG_XX.wav
Angry,1023_IEO_ANG_HI.wav
Angry,1023_IEO_ANG_LO.wav
Angry,1023_IEO_ANG_MD.wav
Angry,1023_IOM_ANG_XX.wav
Angry,1023_ITH_ANG_XX.wav
Angry,1023_ITS_ANG_XX.wav
Angry,1023_IWL_ANG_XX.wav
Angry,1023_IWW_ANG_XX.wav
Angry,1023_MTI_ANG_XX.wav
Angry,1023_TAI_ANG_XX.wav
Angry,1023_TIE_ANG_XX.wav
Angry,1023_TSI_ANG_XX.wav
Angry,1023_WSI_ANG_XX.wav
Angry,1024_DFA_ANG_XX.wav
Angry,1024_IEO_ANG_HI.wav
Angry,1024_IEO_ANG_LO.wav
Angry,1024_IEO_ANG_MD.wav
Angry,1024_IOM_ANG_XX.wav
Angry,1024_ITH_ANG_XX.wav
Angry,1024_ITS_ANG_XX.wav
Angry,1024_IWL_ANG_XX.wav
Angry,1024_IWW_ANG_XX.wav
Angry,1024_MTI_ANG_XX.wav
Angry,1024_TAI_ANG_XX.wav
Angry,1024_TIE_ANG_XX.wav
Angry,1024_TSI_ANG_XX.wav
Angry,1024_WSI_ANG_XX.wav
Angry,1025_DFA_ANG_XX.wav
Angry,1025_IEO_ANG_HI.wav
Angry,1025_IEO_ANG_LO.wav
Angry,1025_IEO_ANG_MD.wav
Angry,1025_IOM_ANG_XX.wav
Angry,1025_ITH_ANG_XX.wav
Angry,1025_ITS_ANG_XX.wav
Angry,1025_IWL_ANG_XX.wav
Angry,1025_IWW_ANG_XX.wav
Angry,1025_MTI_ANG_XX.wav
Angry,1025_TAI_ANG_XX.wav
Angry,1025_TIE_ANG_XX.wav
Angry,1025_TSI_ANG_XX.wav
Angry,1025_WSI_ANG_XX.wav
Angry,1026_DFA_ANG_XX.wav
Angry,1026_IEO_ANG_HI.wav
Angry,1026_IEO_ANG_LO.wav
Angry,1026_IEO_ANG_MD.wav
Angry,1026_IOM_ANG_XX.wav
Angry,1026_ITH_ANG_XX.wav
Angry,1026_ITS_ANG_XX.wav
Angry,1026_IWL_ANG_XX.wav
Angry,1026_IWW_ANG_XX.wav
Angry,1026_MTI_ANG_XX.wav
Angry,1026_TAI_ANG_XX.wav
Angry,1026_TIE_ANG_XX.wav
Angry,1026_TSI_ANG_XX.wav
Angry,1026_WSI_ANG_XX.wav
Angry,1027_DFA_ANG_XX.wav
Angry,1027_IEO_ANG_HI.wav
Angry,1027_IEO_ANG_LO.wav
Angry,1027_IEO_ANG_MD.wav
Angry,1027_IOM_ANG_XX.wav
Angry,1027_ITH_ANG_XX.wav
Angry,1027_ITS_ANG_XX.wav
Angry,1027_IWL_ANG_XX.wav
Angry,1027_IWW_ANG_XX.wav
Angry,1027_MTI_ANG_XX.wav
Angry,1027_TAI_ANG_XX.wav
Angry,1027_TIE_ANG_XX.wav
Angry,1027_TSI_ANG_XX.wav
Angry,1027_WSI_ANG_XX.wav
Angry,1028_DFA_ANG_XX.wav
Angry,1028_IEO_ANG_HI.wav
Angry,1028_IEO_ANG_LO.wav
Angry,1028_IEO_ANG_MD.wav
Angry,1028_IOM_ANG_XX.wav
Angry,1028_ITH_ANG_XX.wav
Angry,1028_ITS_ANG_XX.wav
Angry,1028_IWL_ANG_XX.wav
Angry,1028_IWW_ANG_XX.wav
Angry,1028_MTI_ANG_XX.wav
Angry,1028_TAI_ANG_XX.wav
Angry,1028_TIE_ANG_XX.wav
Angry,1028_TSI_ANG_XX.wav
Angry,1028_WSI_ANG_XX.wav
Angry,1029_DFA_ANG_XX.wav
Angry,1029_IEO_ANG_HI.wav
Angry,1029_IEO_ANG_LO.wav
Angry,1029_IEO_ANG_MD.wav
Angry,1029_IOM_ANG_XX.wav
Angry,1029_ITH_ANG_XX.wav
Angry,1029_ITS_ANG_XX.wav
Angry,1029_IWL_ANG_XX.wav
Angry,1029_IWW_ANG_XX.wav
Angry,1029_MTI_ANG_XX.wav
Angry,1029_TAI_ANG_XX.wav
Angry,1029_TIE_ANG_XX.wav
Angry,1029_TSI_ANG_XX.wav
Angry,1029_WSI_ANG_XX.wav
Angry,1030_DFA_ANG_XX.wav
Angry,1030_IEO_ANG_HI.wav
Angry,1030_IEO_ANG_LO.wav
Angry,1030_IEO_ANG_MD.wav
Angry,1030_IOM_ANG_XX.wav
Angry,1030_ITH_ANG_XX.wav
Angry,1030_ITS_ANG_XX.wav
Angry,1030_IWL_ANG_XX.wav
Angry,1030_IWW_ANG_XX.wav
Angry,1030_MTI_ANG_XX.wav
Angry,1030_TAI_ANG_XX.wav
Angry,1030_TIE_ANG_XX.wav
Angry,1030_TSI_ANG_XX.wav
Angry,1030_WSI_ANG_XX.wav
Angry,1031_DFA_ANG_XX.wav
Angry,1031_IEO_ANG_HI.wav
Angry,1031_IEO_ANG_LO.wav
Angry,1031_IEO_ANG_MD.wav
Angry,1031_IOM_ANG_XX.wav
Angry,1031_ITH_ANG_XX.wav
Angry,1031_ITS_ANG_XX.wav
Angry,1031_IWL_ANG_XX.wav
Angry,1031_IWW_ANG_XX.wav
Angry,1031_MTI_ANG_XX.wav
Angry,1031_TAI_ANG_XX.wav
Angry,1031_TIE_ANG_XX.wav
Angry,1031_TSI_ANG_XX.wav
Angry,1031_WSI_ANG_XX.wav
Angry,1032_DFA_ANG_XX.wav
Angry,1032_IEO_ANG_HI.wav
Angry,1032_IEO_ANG_LO.wav
Angry,1032_IEO_ANG_MD.wav
Angry,1032_IOM_ANG_XX.wav
Angry,1032_ITH_ANG_XX.wav
Angry,1032_ITS_ANG_XX.wav
Angry,1032_IWL_ANG_XX.wav
Angry,1032_IWW_ANG_XX.wav
Angry,1032_MTI_ANG_XX.wav
Angry,1032_TAI_ANG_XX.wav
Angry,1032_TIE_ANG_XX.wav
Angry,1032_TSI_ANG_XX.wav
Angry,1032_WSI_ANG_XX.wav
Angry,1033_DFA_ANG_XX.wav
Angry,1033_IEO_ANG_HI.wav
Angry,1033_IEO_ANG_LO.wav
Angry,1033_IEO_ANG_MD.wav
Angry,1033_IOM_ANG_XX.wav
Angry,1033_ITH_ANG_XX.wav
Angry,1033_ITS_ANG_XX.wav
Angry,1033_IWL_ANG_XX.wav
Angry,1033_IWW_ANG_XX.wav
Angry,1033_MTI_ANG_XX.wav
Angry,1033_TAI_ANG_XX.wav
Angry,1033_TIE_ANG_XX.wav
Angry,1033_TSI_ANG_XX.wav
Angry,1033_WSI_ANG_XX.wav
Angry,1034_DFA_ANG_XX.wav
Angry,1034_IEO_ANG_HI.wav
Angry,1034_IEO_ANG_LO.wav
Angry,1034_IEO_ANG_MD.wav
Angry,1034_IOM_ANG_XX.wav
Angry,1034_ITH_ANG_XX.wav
Angry,1034_ITS_ANG_XX.wav
Angry,1034_IWL_ANG_XX.wav
Angry,1034_IWW_ANG_XX.wav
Angry,1034_MTI_ANG_XX.wav
Angry,1034_TAI_ANG_XX.wav
Angry,1034_TIE_ANG_XX.wav
Angry,1034_TSI_ANG_XX.wav
Angry,1034_WSI_ANG_XX.wav
Angry,1035_DFA_ANG_XX.wav
