mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label,file,ZCR,Pitch
50.204838,55.418083,-12.3898735,2.9646978,-1.1650891,4.4137716,-3.0110264,1.4049371,-2.7784803,-2.4948869,-0.36163372,-0.51655513,-2.1734116,-4.202963,-3.2398973,-2.3320727,-2.6057858,-1.8823637,-3.241766,-2.2431629,Angry,cleaned_03-01-05-01-01-01-06_1.0100680272108844s_to_2.919909297052154s.wav,0.27647784,60.951035
-89.35588,60.26082,-1.7273074,13.633166,5.169412,12.357923,1.8709757,6.417994,-0.47682878,-0.019002391,1.451322,3.591108,3.375275,-0.24527425,0.4265003,4.1784616,1.1771725,1.1515217,2.4400997,0.28641322,Angry,cleaned_03-01-05-01-01-01-07_1.0100680272108844s_to_3.912562358276644s.wav,0.19496404,43.65002
-98.68292,59.94794,-1.0700636,13.825702,5.3580575,12.529709,2.1195729,6.5837464,-0.19471675,0.28706992,1.7149491,3.7735195,3.5691319,-0.023391288,0.6190556,4.2041078,1.2784348,1.3214651,2.5659626,0.35528624,Angry,cleaned_03-01-05-01-01-01-07_1.0100680272108844s_to_3.9880272108843537s.wav,0.19059612,42.55877
50.95417,58.652786,-10.510322,4.7877426,-1.2365179,6.077319,-0.9379677,5.7618947,-1.1517109,-0.96787536,0.52919835,-0.32356066,-0.42286038,-2.4648035,-3.0699017,-1.3439133,-1.2942501,-1.3218709,-0.47864547,-0.23971893,Angry,cleaned_03-01-05-01-01-01-08_0.9694331065759637s_to_2.6586848072562357s.wav,0.2506074,60.8007
80.224686,52.349262,-12.276922,5.0976505,-0.6435442,4.4246416,-1.1567628,4.819541,-0.74645674,-0.31493387,0.039736945,-1.1046084,-0.48895064,-1.9213434,-2.546196,-1.4750415,-1.3602866,-1.25744,-0.5767341,0.08999519,Angry,cleaned_03-01-05-01-01-01-08_1.0100680272108844s_to_2.56s.wav,0.26506802,64.41834
54.15609,69.85802,-3.7754354,9.8424015,6.8204546,13.201964,3.274613,2.5523612,-0.14291829,0.22269253,-0.1567858,0.37079823,2.4747524,0.47753492,-0.78418416,-0.842432,-0.31110272,-0.39231738,-0.07472155,1.2203872,Angry,cleaned_03-01-05-01-01-01-09_0.9810430839002268s_to_2.7921995464852607s.wav,0.20499459,58.97133
31.18194,50.3642,-12.690303,6.961042,-0.5631685,3.1012187,-2.2158487,4.1250606,-3.7559063,-1.848411,0.034544494,0.4819091,0.22056566,-0.14916876,1.10997,2.3170702,0.11920775,-0.12072995,1.8348178,0.50841093,Angry,cleaned_03-01-05-01-01-01-10_0.5514739229024943s_to_2.9257142857142857s.wav,0.32652703,73.47938
27.711624,51.603416,-12.447332,6.9357886,-0.3814615,3.450554,-2.133843,4.121566,-3.9289596,-1.9262131,0.13840072,0.5838003,0.2782351,-0.27010822,0.9961213,2.26674,0.07995416,-0.1987912,1.7332919,0.6007287,Angry,cleaned_03-01-05-01-01-01-10_0.5514739229024943s_to_2.9547392290249435s.wav,0.3232255,72.61485
92.7202,55.13517,-5.096543,6.950723,-2.7371655,3.9670198,-1.0464768,2.3419647,0.5434486,-0.8600044,-0.43790224,-0.35324782,0.43182984,0.052302256,-1.1245433,-0.85794115,-1.1119807,-1.2579942,-1.5047,-0.749933,Angry,cleaned_03-01-05-01-01-01-11_1.0042630385487528s_to_2.647074829931973s.wav,0.30504477,73.25471
86.970055,57.14269,-5.144169,6.9270616,-2.8059013,4.272028,-1.0373105,3.0666668,0.48873255,-1.3004581,-0.2812753,-0.0056501944,0.70682615,0.0935281,-1.4490292,-0.95128834,-1.025917,-1.1097485,-1.6247531,-0.91244584,Angry,cleaned_03-01-05-01-01-01-11_1.0042630385487528s_to_2.6877097505668934s.wav,0.29990718,72.34526
33.899124,65.22204,-5.78414,10.339362,0.36064988,6.651658,-0.40168768,4.128359,-0.067435145,-0.3585318,-0.9478882,-0.8558903,-0.15870175,-0.48063728,-2.2712967,-1.4484537,-0.2980802,0.8986933,-2.1966655,-2.0047421,Angry,cleaned_03-01-05-01-01-01-12_1.0332879818594105s_to_3.308843537414966s.wav,0.25129548,57.893448
34.062717,65.19002,-5.8339286,10.35136,0.40145817,6.634047,-0.38750094,4.1168714,-0.056864157,-0.36302146,-0.9727492,-0.8522041,-0.14803025,-0.477476,-2.2908912,-1.4837604,-0.31759953,0.9015415,-2.187909,-2.0199707,Angry,cleaned_03-01-05-01-01-01-12_1.0332879818594105s_to_3.3146485260770975s.wav,0.25094745,57.90349
87.73512,58.145306,-10.876655,8.582713,1.8178923,3.7478876,-0.14956497,1.5164241,-1.0109887,-1.7816949,-2.0258894,0.32427636,1.0082833,-0.56937116,-1.7852545,0.53689665,-0.42916113,0.13439836,1.2656711,-0.98931843,Angry,cleaned_03-01-05-01-01-01-13_1.0042630385487528s_to_2.501950113378685s.wav,0.2519753,72.752205
83.11135,59.547844,-10.203536,8.442476,1.357656,3.8518023,0.1649363,1.8700376,-0.9532631,-1.9992571,-2.2452507,0.17101277,0.9939492,-0.58964956,-1.7294295,0.46095878,-0.60212684,0.21013343,1.2992252,-1.1389205,Angry,cleaned_03-01-05-01-01-01-13_1.0042630385487528s_to_2.5193650793650795s.wav,0.24979374,71.944466
28.626326,51.454224,-1.6905447,10.398845,-5.0552883,0.13872474,-6.928945,0.69209963,-4.9816966,-1.9369968,-5.368907,-4.152628,-4.0087123,-4.421629,-3.8870184,-2.544987,-2.3070993,-1.7026813,-1.841614,-0.65345466,Angry,cleaned_03-01-05-01-01-01-14_1.0158730158730158s_to_2.5309750566893423s.wav,0.35994995,57.10363
14.698033,56.03614,0.43944827,8.631601,-6.529704,0.86455584,-6.5881176,1.8443933,-5.247505,-2.1648169,-4.987055,-3.7634156,-4.075257,-4.481747,-3.9459076,-2.5305386,-2.2337,-2.350892,-2.142488,-1.1948289,Angry,cleaned_03-01-05-01-01-01-14_1.0158730158730158s_to_2.6238548752834467s.wav,0.34762836,55.099026
23.292856,83.27723,-12.668024,10.869734,2.4632413,9.449436,-2.984048,3.20905,-0.73197937,-1.0774266,-3.886914,-0.5220336,-0.4128666,-0.47917944,-2.1882958,-0.670714,-0.86538345,0.045665286,-0.9763823,-0.6461505,Angry,cleaned_03-01-05-01-01-01-15_1.0100680272108844s_to_2.6122448979591835s.wav,0.18473922,56.032085
54.45018,53.69759,-9.038304,8.297144,-3.5212777,1.1099027,-2.4382517,1.7123591,-2.9261518,-1.9087329,-1.6113696,1.218318,0.069027804,-1.799383,-0.9376586,-0.08595529,-0.91371006,-0.4029261,-2.1184762,-1.8589314,Angry,cleaned_03-01-05-01-01-01-16_0.9984580498866213s_to_2.9837641723356008s.wav,0.33430228,63.883553
54.545193,53.700108,-9.047426,8.264295,-3.5262637,1.0996835,-2.4224916,1.7286402,-2.9108684,-1.9164344,-1.6054479,1.2394121,0.07224788,-1.8049576,-0.9515784,-0.11255315,-0.9230107,-0.38675988,-2.0995207,-1.8391045,Angry,cleaned_03-01-05-01-01-01-16_0.9984580498866213s_to_2.9895691609977324s.wav,0.33372396,63.906384
-10.386715,86.832565,5.862436,16.726366,3.5749,18.673834,-0.6373149,8.13923,-1.5649872,-1.5179344,0.34989163,-0.48868018,0.18227033,-2.1576803,2.2687538,2.1494708,-0.6669465,-0.21445517,-0.9497203,-1.8678716,Angry,cleaned_03-01-05-01-01-01-17_0.9462131519274376s_to_2.345215419501134s.wav,0.17759974,44.81919
-11.710626,87.22387,5.744881,16.734632,3.6276157,18.663923,-0.7470703,8.159519,-1.6019119,-1.758639,0.4296364,-0.18198274,0.33291492,-2.1988206,2.268848,2.218629,-0.69337887,-0.2938184,-0.996418,-1.9026759,Angry,cleaned_03-01-05-01-01-01-17_0.9462131519274376s_to_2.3626303854875284s.wav,0.176622,44.788887
51.263363,57.70319,-16.863789,4.206832,-3.5120986,1.5455817,-3.3068688,2.436225,-2.6756415,-3.5588293,-3.7844439,-0.8230043,-0.03686905,-3.4338312,-1.5824112,-0.40519315,-2.802361,-1.881155,-2.9127686,-2.5232344,Angry,cleaned_03-01-05-01-01-01-18_0.9984580498866213s_to_2.9082993197278912s.wav,0.26582816,65.077286
53.122643,57.347477,-16.794903,4.1528907,-3.3592072,1.496528,-3.2733264,2.2919943,-2.7118628,-3.5521472,-3.7570295,-0.79621196,-0.058657512,-3.441919,-1.4699032,-0.413685,-2.6870606,-1.8753918,-2.9077086,-2.497626,Angry,cleaned_03-01-05-01-01-01-18_1.0042630385487528s_to_2.9082993197278912s.wav,0.26544702,65.041115
-92.82461,63.104206,-2.5601692,9.574973,2.2442603,5.097829,1.7290226,4.9396367,-3.977814,-0.11499475,-2.321025,-1.7476518,3.9435883,1.9901043,-0.71167356,1.5307784,1.3769951,0.7428468,2.1300604,0.7620888,Angry,cleaned_03-01-05-01-01-01-19_0.26702947845804986s_to_2.8212244897959184s.wav,0.25362152,45.56682
42.31858,65.95065,-1.800036,10.094741,1.4220097,3.067288,-2.3727636,2.8205953,-4.0505853,-0.7432813,-2.8533373,-3.5941129,-1.1614038,-1.6254764,-2.9486952,-0.89841574,-1.3135765,-2.4614737,-0.15034051,-1.7397939,Angry,cleaned_03-01-05-01-01-01-19_0.9984580498866213s_to_2.7980045351473923s.wav,0.3117229,62.814007
38.969036,66.874535,-1.473711,10.157492,0.87480545,2.911456,-1.9660989,3.3028114,-4.2124734,-0.8250769,-3.1451445,-3.8782763,-1.0520145,-1.436935,-2.957611,-0.9331184,-1.2464409,-2.5270092,-0.09223144,-1.7745641,Angry,cleaned_03-01-05-01-01-01-19_0.9984580498866213s_to_2.8212244897959184s.wav,0.3091254,62.19396
83.52501,55.00632,-9.510175,7.788104,-1.7099863,1.2814375,-1.3466841,0.8177779,-1.5283018,-1.2618382,-0.5312339,-2.2681048,-2.1771257,-1.79279,-3.2126157,-1.322954,-1.8210591,-1.6919317,-1.6109191,-1.9716841,Angry,cleaned_03-01-05-01-01-01-20_1.0158730158730158s_to_2.258140589569161s.wav,0.23396726,66.61839
78.48842,55.781292,-8.878292,7.9389105,-1.6278446,1.4860283,-1.2557296,0.88248783,-1.6312459,-1.283596,-0.57845783,-2.2469814,-2.2276218,-1.8854263,-3.2793999,-1.340444,-1.8263013,-1.7996956,-1.7868446,-2.1663678,Angry,cleaned_03-01-05-01-01-01-20_1.0158730158730158s_to_2.281360544217687s.wav,0.23092373,65.53708
-18.778982,72.11446,-18.167736,15.237995,6.7760134,9.434225,-2.3971167,3.137782,-1.2786249,-4.5428414,-5.779726,-0.64122576,-0.4569823,-4.5011625,-5.2811966,-0.037145793,-1.7804443,-0.6390716,-1.1910908,-3.8330588,Angry,cleaned_03-01-05-01-01-01-21_0.9636281179138322s_to_3.1230839002267574s.wav,0.24288733,60.273857
-19.802364,72.4878,-18.172812,15.167539,6.5951524,9.4984865,-2.352314,3.241907,-1.297286,-4.641773,-5.664331,-0.5607358,-0.41153127,-4.5283384,-5.300922,0.042305835,-1.7760508,-0.7006279,-1.2474422,-3.8454218,Angry,cleaned_03-01-05-01-01-01-21_0.9636281179138322s_to_3.1346938775510202s.wav,0.24231839,60.172367
-40.53195,58.476646,-12.4259205,8.273476,2.0016065,6.0768547,-2.2891254,1.29425,-5.5989633,-3.3931077,-1.432168,0.33382502,-0.16970609,-4.8786345,-2.2022464,1.6168908,-0.71650106,-0.151689,-2.023832,-1.7652295,Angry,cleaned_03-01-05-01-01-01-22_0.47600907029478456s_to_2.7341496598639456s.wav,0.2566104,62.85703
45.454098,59.174183,-4.4300313,10.599325,1.5843585,4.237239,-2.827019,2.1010485,-2.272722,-1.2529408,-4.1948233,-2.4272993,-1.5186006,-4.534111,-2.7234716,-1.2147037,-3.4808886,-1.1995932,-2.8149433,-1.9162683,Angry,cleaned_03-01-05-01-01-01-22_0.9926530612244898s_to_2.728344671201814s.wav,0.26253122,62.132942
44.032314,59.542206,-4.4597797,10.656818,1.4331032,4.4369693,-2.8078613,2.2451637,-2.3773923,-1.4567128,-4.1077147,-2.4499054,-1.5267198,-4.6343713,-2.7922027,-1.2258254,-3.5913641,-1.150231,-2.8213453,-1.9815756,Angry,cleaned_03-01-05-01-01-01-22_0.9926530612244898s_to_2.7341496598639456s.wav,0.261966,61.802975
76.36659,56.090992,-12.511081,7.651516,1.7120378,5.1122656,-0.44400954,1.8141323,0.3335508,-1.5910662,-2.4459362,-1.3593333,-1.7409147,-2.688691,-3.5736246,-1.5673989,-1.27287,-1.3111768,-1.7693197,-2.3449469,Angry,cleaned_03-01-05-01-01-01-23_1.0158730158730158s_to_2.246530612244898s.wav,0.27553284,70.32679
70.92639,58.24652,-12.280566,7.437728,1.5940293,5.1533546,-0.39524764,2.2015939,0.29572853,-2.0088284,-2.4941926,-1.0762186,-1.6249974,-2.8927865,-3.6960523,-1.4429812,-1.1588061,-1.3458282,-1.9041169,-2.4033604,Angry,cleaned_03-01-05-01-01-01-23_1.0158730158730158s_to_2.2639455782312927s.wav,0.27287295,69.51438
-3.478731,60.89362,-17.31579,13.6405325,-2.7589078,1.2553277,-11.649746,-0.7310553,-8.166579,-5.79991,-6.7161107,-3.222811,-5.014598,-1.7048459,-1.459321,-4.7377887,-4.876132,0.73208815,-5.216347,-4.927175,Angry,cleaned_03-01-05-01-01-01-24_0.9868480725623583s_to_3.0650340136054424s.wav,0.25686702,49.425896
-5.9689884,61.75571,-17.083637,13.408972,-3.2719243,1.3325269,-11.5037,-0.77420866,-8.489459,-5.983533,-6.651783,-3.0022569,-4.904299,-1.8897357,-1.5244476,-4.7396183,-4.829337,0.55757225,-5.29877,-4.904915,Angry,cleaned_03-01-05-01-01-01-24_0.9868480725623583s_to_3.082448979591837s.wav,0.2554082,49.10083
78.65746,50.095234,-8.333043,7.6945996,-3.1828413,3.1491525,-0.52277726,1.1095194,-2.8461013,-2.3217366,-2.4846184,-0.22978486,-0.5514092,-1.3715093,-1.839569,-0.80592006,-0.80502576,-0.7723671,-1.5305736,-1.451149,Angry,cleaned_03-01-05-01-01-02-01_0.9926530612244898s_to_2.9373242630385485s.wav,0.36969027,70.64236
78.665016,50.097122,-8.322956,7.7136226,-3.1851153,3.1631312,-0.54847324,1.0864806,-2.8912888,-2.350112,-2.5003872,-0.21435522,-0.53757703,-1.3669335,-1.8412522,-0.82710594,-0.8315799,-0.79255,-1.5459979,-1.4549326,Angry,cleaned_03-01-05-01-01-02-01_0.9926530612244898s_to_2.94312925170068s.wav,0.3688663,70.62845
31.878386,61.202972,-18.457264,5.593595,-1.6178038,2.8500676,-5.3520665,1.2593825,-4.6405296,-1.1678344,-0.059251647,1.605115,-0.30622774,-2.8670473,-2.373769,-1.5451713,-0.3101905,-1.8050237,-3.0071518,-1.5829731,Angry,cleaned_03-01-05-01-01-02-02_0.737233560090703s_to_2.6586848072562357s.wav,0.27536106,65.27566
34.192257,60.465313,-18.08463,5.5903625,-1.4003192,2.6835928,-5.231926,1.1788945,-4.424004,-1.1902782,-0.17292795,1.4173422,-0.31936973,-2.7481744,-2.4384544,-1.5972253,-0.24611737,-1.7594842,-3.0775304,-1.6261894,Angry,cleaned_03-01-05-01-01-02-02_0.748843537414966s_to_2.6528798185941045s.wav,0.27606052,65.47292
29.69339,69.0074,-8.692887,15.05665,3.3789663,7.6639442,-4.38736,-1.0943291,-5.1659775,-0.5977233,-2.0158577,-0.67247826,-1.6349955,-0.39979082,-3.2378101,-0.14475608,-2.0869331,0.47428015,-1.5492601,-0.029705442,Angry,cleaned_03-01-05-01-01-02-03_0.9810430839002268s_to_3.0882539682539685s.wav,0.2461318,61.65309
28.742596,69.45823,-8.675888,14.947175,3.266501,7.7923136,-4.3638844,-1.0507687,-5.2124305,-0.6028719,-2.0321548,-0.5870886,-1.6175424,-0.44397694,-3.1714876,-0.11420349,-2.1589718,0.48253554,-1.590778,-0.12613693,Angry,cleaned_03-01-05-01-01-02-03_0.9810430839002268s_to_3.0998639455782313s.wav,0.24527541,61.480034
40.688923,52.917377,-16.422472,5.291685,-1.1094117,-0.57755905,-4.525561,0.43174598,-5.2172685,-4.2742114,-1.9516187,-2.947529,-2.8462944,-2.940061,-3.1810882,1.055969,0.8253871,-0.068904646,-1.1278569,0.318231,Angry,cleaned_03-01-05-01-01-02-04_1.0216780045351475s_to_2.583219954648526s.wav,0.28697985,60.20675
30.982838,72.714516,-9.933812,10.376067,3.4986365,6.1705923,-2.7146208,0.97173226,-0.90056103,0.7768841,-0.7799858,-1.1491835,-0.12985006,0.7772632,-1.8791528,-0.026916686,-0.05200221,0.10937935,-0.7879542,-1.4596889,Angry,cleaned_03-01-05-01-01-02-05_0.9810430839002268s_to_2.8676643990929707s.wav,0.22706391,59.407772
29.343206,73.297745,-9.681028,10.394093,3.4643068,6.168914,-2.851533,0.9798121,-0.8578268,0.8236626,-0.78426796,-1.1795917,-0.080384694,0.7850677,-1.9170078,-0.04378096,-0.03201715,0.17031671,-0.76662505,-1.4641896,Angry,cleaned_03-01-05-01-01-02-05_0.9810430839002268s_to_2.8792743764172335s.wav,0.22593674,59.119347
18.623337,54.806324,-17.321947,10.302253,3.1433504,3.44305,-5.072889,-0.08958103,-2.48599,-3.4929638,-0.12614739,-0.1854147,0.53858227,-1.6492134,-3.2410057,-1.8870276,-2.4342632,-2.4572308,-2.903698,-0.52209526,Angry,cleaned_03-01-05-01-01-02-06_0.6327437641723356s_to_3.0243990929705213s.wav,0.29801652,62.208015
21.208397,54.68057,-16.716152,10.049874,3.0876083,3.3649755,-4.840656,0.04761938,-2.4270623,-3.3336287,-0.2275387,-0.118257746,0.39652267,-1.738839,-3.1871648,-1.9036424,-2.4253616,-2.3664863,-2.9725964,-0.6603914,Angry,cleaned_03-01-05-01-01-02-06_0.6559637188208617s_to_3.01859410430839s.wav,0.29765883,62.406307
-53.152542,60.834023,-8.198435,11.938711,0.88732624,10.517422,0.13098343,2.8592052,-2.7325351,-3.2823005,0.46569726,1.8659167,2.3770785,0.5437245,-0.84861857,1.5854003,-1.8951945,-0.56071407,0.24536368,-0.13413543,Angry,cleaned_03-01-05-01-01-02-07_0.9810430839002268s_to_3.6048979591836736s.wav,0.2494442,46.77463
-95.97082,60.608467,-4.4878826,13.095561,2.312274,12.198388,1.8930174,3.9184456,-2.272718,-3.3293705,0.8500022,1.8115352,2.8518796,1.2962414,-0.059137963,1.9259402,-1.8679367,0.14306574,1.3740091,1.3160913,Angry,cleaned_03-01-05-01-01-02-07_0.9810430839002268s_to_3.912562358276644s.wav,0.2244885,41.842033
-114.034676,65.88106,0.6159119,11.090482,-1.4182141,3.930697,0.20374933,7.2740254,1.2735713,1.3973435,-1.1587311,-0.0959347,3.8327012,0.31603655,0.45582366,1.7395228,1.1614743,1.4506984,0.8593705,1.7839968,Angry,cleaned_03-01-05-01-01-02-08_0.9984580498866213s_to_3.5352380952380953s.wav,0.17535417,41.508247
-113.91776,65.87172,0.15799458,11.195311,-1.6798512,3.863394,-0.016989898,7.4445596,1.2315217,1.4121401,-1.2385432,-0.030530993,3.8734822,0.37717208,0.47592804,1.8159626,1.0696266,1.406869,0.88780963,1.7588537,Angry,cleaned_03-01-05-01-01-02-08_0.9984580498866213s_to_3.5526530612244898s.wav,0.17668697,41.763805
29.964752,76.920494,-2.1075263,9.412914,6.990523,13.979113,5.5540547,3.5979059,-1.8653628,-1.1323866,-2.9449768,0.13561843,0.9247844,-0.9563635,0.6596562,2.2819602,-1.4731677,-1.1458831,-1.056507,0.20488201,Angry,cleaned_03-01-05-01-01-02-09_0.9926530612244898s_to_2.6877097505668934s.wav,0.19373909,54.338573
-12.945488,75.94712,0.9555973,10.678366,7.2612944,15.060158,6.6855774,5.1278753,-1.4219569,-0.32047608,-2.049891,1.0162698,1.6138585,-0.29012403,1.1884555,2.889239,-0.60420305,-0.39112788,-0.21423137,0.7770708,Angry,cleaned_03-01-05-01-01-02-09_0.9926530612244898s_to_2.948934240362812s.wav,0.17824282,47.252377
-42.47303,40.24842,-6.9254274,10.594684,2.9531527,5.3865504,0.2510477,6.4343014,0.6025989,-1.641987,0.07219871,1.4509981,2.027226,-0.26047757,-0.8136939,2.212038,0.9351816,-0.10279951,0.18079157,1.2046667,Angry,cleaned_03-01-05-01-01-02-10_0.2612244897959184s_to_3.0360090702947846s.wav,0.35800254,65.00984
-48.58312,45.000927,-8.830393,9.603533,3.208801,5.9365315,-0.678993,6.4676476,0.4193535,-2.6484847,0.49377644,1.5640643,2.0259626,-0.37804917,-1.1474497,2.2753193,0.88652194,-0.13386418,-0.118660815,1.3202219,Angry,cleaned_03-01-05-01-01-02-10_0.2612244897959184s_to_3.1579138321995464s.wav,0.34995684,65.04812
81.885574,49.872368,-12.358857,2.853469,-1.1665685,3.5273445,-2.0974472,1.7382231,-0.88621837,-2.6839814,1.0521303,0.056893002,-0.76587963,-1.2617058,-2.1885424,-0.686909,-1.490876,-0.9807915,-1.6733736,-0.7552061,Angry,cleaned_03-01-05-01-01-02-10_1.0216780045351475s_to_3.1579138321995464s.wav,0.34861222,77.90792
54.585926,60.486095,-1.0926539,11.037732,-0.5414861,6.0031924,2.0122683,3.988203,0.3281497,-0.29929003,-1.4406812,0.12860131,1.7473221,-0.09865393,-1.5908936,0.10671978,-1.0865328,0.17784347,-0.048138864,-1.6022507,Angry,cleaned_03-01-05-01-01-02-11_0.8417233560090703s_to_2.4961451247165534s.wav,0.26409438,65.59409
47.117573,62.76313,-0.30806524,10.809038,-0.9068848,6.4620714,2.6708279,4.61856,0.18465021,-0.7051333,-1.4553627,0.40867957,2.005328,-0.13466208,-1.8511322,-0.12617016,-1.206523,0.19575581,-0.021156859,-1.6603941,Angry,cleaned_03-01-05-01-01-02-11_0.8417233560090703s_to_2.5425850340136056s.wav,0.25862005,64.2691
46.629097,64.18339,-5.7693,7.1778383,2.5512552,6.654109,-0.4092948,4.2584143,-0.07161621,-0.8661761,-0.99203604,-0.332171,-0.21214959,-1.0728031,-1.4517622,-1.4735681,-1.1801742,-0.014868257,-2.411901,-2.374037,Angry,cleaned_03-01-05-01-01-02-12_1.039092970521542s_to_3.053424036281179s.wav,0.24052872,57.99541
46.170315,64.50968,-5.6234574,7.173059,2.5956156,6.820364,-0.30487016,4.3335776,-0.062319458,-0.7795665,-0.8222827,-0.4524184,-0.2236154,-1.0505927,-1.5100043,-1.6111013,-1.0584106,0.004079395,-2.4465272,-2.3779418,Angry,cleaned_03-01-05-01-01-02-12_1.0448979591836736s_to_3.053424036281179s.wav,0.24097586,57.566025
94.71034,52.583828,-10.201002,8.447711,1.5954862,2.680355,0.02148518,0.6431487,-0.29667446,-0.4595531,-0.616212,0.4155288,0.14164433,-1.373809,-1.2961357,0.8737884,-0.26280522,-0.66129214,0.5183465,-0.1109893,Angry,cleaned_03-01-05-01-01-02-13_1.0100680272108844s_to_2.5774149659863945s.wav,0.28581303,75.68527
92.61091,53.40015,-9.903128,8.401209,1.3821408,2.7072728,0.09399789,0.8243805,-0.23181781,-0.5963486,-0.71614873,0.42866677,0.18053499,-1.3277454,-1.2492945,0.8908243,-0.36137155,-0.6900549,0.48111674,-0.17373304,Angry,cleaned_03-01-05-01-01-02-13_1.0100680272108844s_to_2.583219954648526s.wav,0.28496888,75.25588
75.087776,41.947212,-10.926531,4.800553,-3.0556355,0.050755378,-3.5759883,-0.29648814,-1.6380306,-1.3952188,-1.9326156,-1.0693282,-1.5937594,-2.0582907,-1.0793668,-0.1328262,-0.6425268,-1.7977676,-2.6607177,-0.789457,Angry,cleaned_03-01-05-01-01-02-14_1.0042630385487528s_to_2.6354648526077096s.wav,0.37442046,70.930115
