mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label,file,ZCR,Pitch
-525.0469,115.09812,-24.495964,4.323037,-5.8875866,4.7465124,-23.637012,-4.8166256,-14.4201765,-12.571832,-7.2791004,-4.2863674,-7.0568724,-12.536756,-3.325752,-8.847588,-11.78505,-2.1869068,-9.789695,-8.1087475,Angry,03-01-05-01-01-01-06_1.0100680272108844s_to_2.919909297052154s.wav,0.13948795,18.369688
-477.72128,98.565216,-12.727386,19.599678,5.73794,19.5118,-19.143885,9.151403,-5.408958,-9.20672,-2.4332256,2.2861414,1.5176665,-4.4844403,-0.06419982,9.186666,-6.474369,-3.2634208,5.333133,-3.3207827,Angry,03-01-05-01-01-01-07_1.0100680272108844s_to_3.912562358276644s.wav,0.09513487,15.440805
-484.09457,96.36208,-12.093638,19.446802,5.9218984,19.338634,-18.36367,9.206135,-5.004397,-8.715557,-2.1230073,2.4658866,1.7097005,-4.1530175,0.1353228,9.136953,-6.136259,-3.0071194,5.3640037,-3.085433,Angry,03-01-05-01-01-01-07_1.0100680272108844s_to_3.9880272108843537s.wav,0.093297236,15.054786
-443.75864,127.3662,-11.584202,11.136923,-1.2672905,7.0913086,-23.126625,18.430336,-10.452207,-14.27723,-3.1842203,-9.3678665,-6.5335526,-6.5472174,-12.130744,-3.409943,-2.6774232,-2.699021,-8.846033,-4.5183825,Angry,03-01-05-01-01-01-08_0.9694331065759637s_to_2.6586848072562357s.wav,0.11015873,11.3333
-426.34363,131.41626,-14.830963,12.661495,-1.3315041,6.7211514,-26.627598,19.430582,-11.043544,-15.01558,-3.929922,-10.767922,-7.395075,-6.295883,-12.43845,-3.5320985,-2.8997748,-3.0178378,-9.608395,-4.5004497,Angry,03-01-05-01-01-01-08_1.0100680272108844s_to_2.56s.wav,0.111995265,10.521793
-605.65106,143.68874,-0.47136948,23.702387,16.107124,40.444855,-7.770423,2.6676235,-6.961578,-4.1308503,-7.4928465,-1.6000495,2.8772676,-5.5166597,-0.8424709,4.6923656,-6.66752,-2.0605173,-2.6564593,-0.075715415,Angry,03-01-05-01-01-01-09_0.9810430839002268s_to_2.7921995464852607s.wav,0.10236501,17.38773
-484.02362,114.94622,-4.8496513,10.884775,-0.9756026,11.895974,-19.314926,-0.038159665,-20.31104,-14.990123,-1.0152028,-7.0194187,-4.860889,-7.982385,-3.9829786,1.1112328,-7.84513,-2.0042374,-3.9719384,-2.2924383,Angry,03-01-05-01-01-01-10_0.5514739229024943s_to_2.9257142857142857s.wav,0.15771785,26.686766
-486.04663,114.71962,-4.4156075,10.746192,-0.7792847,12.054063,-18.880436,-0.09420747,-20.212723,-14.884825,-0.9330651,-6.790187,-4.7584553,-7.9791026,-4.0396914,1.0773126,-7.7661853,-2.0791292,-3.9692512,-2.187077,Angry,03-01-05-01-01-01-10_0.5514739229024943s_to_2.9547392290249435s.wav,0.1564548,26.443386
-403.07117,128.4358,-2.1912346,30.272583,-9.544577,13.548907,-16.250168,4.756139,-5.542014,-4.58112,-11.725001,-7.992426,-0.72648597,-2.6589267,-9.51003,-2.163389,-6.368088,-1.9275944,-0.64875644,-6.374422,Angry,03-01-05-01-01-01-11_1.0042630385487528s_to_2.647074829931973s.wav,0.116823494,15.710283
-406.73,128.17834,-1.7921158,29.581076,-9.308489,13.399357,-15.606162,5.163951,-5.414202,-4.8428054,-11.482489,-7.4591513,-0.39868757,-2.6155074,-9.618236,-2.3004436,-6.1229672,-1.7857494,-0.8213132,-6.3528695,Angry,03-01-05-01-01-01-11_1.0042630385487528s_to_2.6877097505668934s.wav,0.11623043,15.893446
-488.12408,124.76276,-10.641456,20.767332,-0.75067693,7.0990376,-17.720371,7.0250454,-5.4497485,-11.089688,-7.301793,-3.932903,-4.651028,-4.592061,-3.5105014,-5.3701267,-5.4807153,2.931101,-6.970772,-10.572095,Angry,03-01-05-01-01-01-12_1.0332879818594105s_to_3.308843537414966s.wav,0.13361287,15.836448
-488.0301,124.79213,-10.694293,20.771347,-0.72116375,7.0989532,-17.725319,7.0425377,-5.458933,-11.109482,-7.2942624,-3.9395282,-4.653732,-4.5799284,-3.5253808,-5.410411,-5.502681,2.940148,-6.9684954,-10.582052,Angry,03-01-05-01-01-01-12_1.0332879818594105s_to_3.3146485260770975s.wav,0.13356468,15.846486
-458.67764,154.57208,-14.228623,17.83635,4.8733544,16.965502,-19.036205,-1.2371008,-11.886315,-8.670383,-19.164278,-5.2216096,-2.7135606,-11.053742,-3.6852062,10.420209,-10.03638,-2.0077765,4.78724,-9.073707,Angry,03-01-05-01-01-01-13_1.0042630385487528s_to_2.501950113378685s.wav,0.10090697,17.414024
-461.767,154.22842,-13.341932,17.497355,4.475069,16.761517,-18.378885,-0.8766582,-11.670289,-8.777639,-19.167326,-5.2805834,-2.6931167,-10.895294,-3.627827,10.184208,-10.014164,-1.9347321,4.725729,-9.020065,Angry,03-01-05-01-01-01-13_1.0042630385487528s_to_2.5193650793650795s.wav,0.10046202,17.380247
-454.7769,91.48067,-20.77325,16.29245,-13.749548,-5.6672983,-27.639877,3.7018445,-24.156775,-5.9734898,-8.21009,-13.089029,-10.397896,-11.319239,-12.441996,-8.047788,-3.3718333,-2.9067497,-2.4343326,1.0309861,Angry,03-01-05-01-01-01-14_1.0158730158730158s_to_2.5309750566893423s.wav,0.19469501,21.669975
-464.59964,92.83281,-17.462664,14.341745,-14.547361,-5.1813765,-25.608162,4.2245173,-23.164682,-5.9917827,-7.725257,-12.300925,-9.979345,-11.1206455,-11.968385,-7.814158,-3.2494326,-3.3717146,-2.8381727,0.43541592,Angry,03-01-05-01-01-01-14_1.0158730158730158s_to_2.6238548752834467s.wav,0.1919205,21.54265
-409.65155,146.7135,-14.96768,12.784058,5.862947,19.992554,-23.862272,2.235799,4.131955,-7.3126554,-12.496619,-2.269236,-3.7963014,-3.8747644,-2.3764434,-4.370543,-4.6629844,0.16542508,1.0118212,-3.9099884,Angry,03-01-05-01-01-01-15_1.0100680272108844s_to_2.6122448979591835s.wav,0.103442,17.732231
-402.2388,107.29215,-12.797601,20.544498,-4.038094,0.50905603,-23.532827,-1.299096,-16.201473,-13.60033,-10.384114,1.7097478,-8.608841,-10.919654,-1.4413904,-4.1952567,-10.176808,-2.0983632,-7.6084385,-8.046419,Angry,03-01-05-01-01-01-16_0.9984580498866213s_to_2.9837641723356008s.wav,0.15934896,17.368925
-402.17096,107.3254,-12.823022,20.520054,-4.0510707,0.5072312,-23.525484,-1.2728599,-16.195604,-13.605243,-10.372719,1.7229846,-8.60085,-10.9268875,-1.455696,-4.218751,-10.19049,-2.0806012,-7.5869637,-8.030741,Angry,03-01-05-01-01-01-16_0.9984580498866213s_to_2.9895691609977324s.wav,0.15928139,17.391756
-512.92285,127.13003,10.768682,24.013231,2.0491192,30.022701,-8.485792,13.954412,-5.934656,-2.6545618,-2.0431182,-0.85512197,0.38282442,-6.6842194,3.492306,3.0031092,-1.964518,-1.4708695,-3.7072804,-4.1091347,Angry,03-01-05-01-01-01-17_0.9462131519274376s_to_2.345215419501134s.wav,0.11779422,16.321905
-513.78827,127.09548,10.719974,23.878836,2.187914,29.86394,-8.487406,13.900785,-5.9275374,-2.8841274,-1.9554918,-0.5320659,0.5172016,-6.6780105,3.474337,3.069956,-1.9842589,-1.534594,-3.7419636,-4.1221743,Angry,03-01-05-01-01-01-17_0.9462131519274376s_to_2.3626303854875284s.wav,0.117551886,16.505869
-450.11414,127.980385,-24.486012,-5.710974,-7.336954,-2.8203714,-27.948921,-0.5114294,-14.62963,-25.446302,-16.917719,-5.6386437,-1.2751542,-13.167212,-6.400675,-5.676719,-12.535272,-3.6625817,-13.233678,-13.943154,Angry,03-01-05-01-01-01-18_0.9984580498866213s_to_2.9082993197278912s.wav,0.1257636,18.758018
-449.91885,129.13626,-24.900618,-5.531064,-7.438174,-2.7636616,-28.248148,-0.35352117,-14.861698,-25.649021,-17.2382,-5.7383447,-1.3608726,-13.253379,-6.408774,-5.7526855,-12.634377,-3.6360052,-13.259613,-13.943845,Angry,03-01-05-01-01-01-18_1.0042630385487528s_to_2.9082993197278912s.wav,0.124954864,18.705093
-486.6407,92.364944,-11.33052,16.316633,4.9225364,9.9562235,-10.559582,4.451521,-8.30362,-2.975707,-11.094308,-6.1084766,5.825086,-3.4239774,-6.8882413,3.0943303,-2.585345,-3.5749576,-0.87647516,-0.49201113,Angry,03-01-05-01-01-01-19_0.26702947845804986s_to_2.8212244897959184s.wav,0.1261827,17.32489
-400.7368,122.4956,-17.740541,22.4724,5.379079,10.7889185,-19.195208,3.890844,-11.794068,-4.141132,-16.181412,-10.083969,5.006436,-7.3760324,-10.528527,3.1568134,-6.147234,-7.7907467,-3.5272324,-2.3517814,Angry,03-01-05-01-01-01-19_0.9984580498866213s_to_2.7980045351473923s.wav,0.1308435,22.500084
-403.01288,122.392944,-17.079262,22.213589,4.9637,10.49902,-18.551775,4.2080865,-11.721168,-4.2438464,-16.290813,-10.280092,4.9977345,-7.1167765,-10.418784,3.0893648,-6.068434,-7.7590675,-3.4924445,-2.2842839,Angry,03-01-05-01-01-01-19_0.9984580498866213s_to_2.8212244897959184s.wav,0.13054907,22.351547
-565.95605,128.94803,-15.421318,27.259745,-11.35522,6.960039,-17.84458,0.23723938,-19.716425,-18.569733,-7.680586,-17.146156,-9.50722,-1.943959,-15.179036,-8.483523,-5.636552,-10.089179,-8.3001175,-10.625737,Angry,03-01-05-01-01-01-20_1.0158730158730158s_to_2.258140589569161s.wav,0.10392769,11.755882
-569.3575,128.36258,-14.592178,26.996254,-11.02796,6.99707,-17.421585,0.26757097,-19.47054,-18.339981,-7.580458,-16.890726,-9.422216,-2.0454252,-15.039202,-8.378575,-5.5831847,-10.0498,-8.370691,-10.667397,Angry,03-01-05-01-01-01-20_1.0158730158730158s_to_2.281360544217687s.wav,0.10327116,11.59663
-339.39392,130.01688,-30.408573,14.469055,13.534008,18.41576,-25.818481,-4.8019934,2.3366938,-15.852,-22.659819,-0.78556585,-0.029164732,-9.966197,-12.584228,0.79659045,-5.0229716,-7.524063,-2.4370787,-8.644563,Angry,03-01-05-01-01-01-21_0.9636281179138322s_to_3.1230839002267574s.wav,0.13630092,29.93353
-340.0314,129.98593,-30.246153,14.312141,13.392586,18.37979,-25.618437,-4.6828175,2.3072937,-15.887774,-22.478472,-0.6860904,0.001039692,-9.961473,-12.566584,0.86708665,-4.9968724,-7.5586805,-2.4780107,-8.645535,Angry,03-01-05-01-01-01-21_0.9636281179138322s_to_3.1346938775510202s.wav,0.1363017,29.98077
-533.6376,88.59344,-2.8032548,10.9257765,-5.703309,8.406054,-17.789288,-5.748965,-12.232278,-10.208517,-11.542064,-6.0605216,2.7668474,-13.272537,-7.798257,0.8079889,-9.558834,-0.24624115,-6.6189804,-8.012606,Angry,03-01-05-01-01-01-22_0.47600907029478456s_to_2.7341496598639456s.wav,0.16291171,27.327456
-482.20026,111.092674,0.55765915,16.47994,-8.107976,8.565915,-23.827911,-6.254515,-12.311471,-10.866449,-16.810785,-10.75562,2.425524,-15.898548,-10.0129,-1.2481292,-14.490812,-1.1620451,-8.545468,-9.4919615,Angry,03-01-05-01-01-01-22_0.9926530612244898s_to_2.728344671201814s.wav,0.140628,15.076558
-483.0326,110.981514,0.6622746,16.35983,-8.088795,8.641344,-23.591389,-6.1196194,-12.33844,-10.994415,-16.680609,-10.689309,2.3664784,-15.926009,-10.025823,-1.2683418,-14.525796,-1.1285139,-8.508656,-9.489642,Angry,03-01-05-01-01-01-22_0.9926530612244898s_to_2.7341496598639456s.wav,0.14046967,15.033524
-365.7699,141.89671,-28.287497,9.241361,-8.776476,13.532301,-24.414791,-7.1707225,-9.1921,-13.412785,-23.34121,-14.2395115,-5.1398807,-8.7458515,-16.810938,-1.5292686,-5.237511,-11.943158,-4.486223,-6.935134,Angry,03-01-05-01-01-01-23_1.0158730158730158s_to_2.246530612244898s.wav,0.10556787,16.291946
-369.14615,141.84503,-27.368896,8.854654,-8.667386,13.348523,-23.831526,-6.736845,-9.04824,-13.580193,-23.082884,-13.7314825,-4.9553657,-8.851093,-16.705612,-1.4146265,-5.047997,-11.808173,-4.5579205,-6.9220066,Angry,03-01-05-01-01-01-23_1.0158730158730158s_to_2.2639455782312927s.wav,0.10527985,16.39538
-397.70233,107.577385,-35.880653,7.3282156,-14.040036,-10.139076,-31.021006,-1.7826403,-13.594609,-19.474072,-8.17573,-6.4767766,-13.114258,-8.52178,2.4749172,-11.075082,-12.538143,4.253196,-11.499529,-10.58402,Angry,03-01-05-01-01-01-24_0.9868480725623583s_to_3.0650340136054424s.wav,0.15280896,16.860638
-399.1692,107.67778,-35.278057,7.001476,-14.273944,-10.067129,-30.596695,-1.9061289,-13.78058,-19.541683,-8.109751,-6.2243576,-12.921276,-8.605568,2.327937,-10.985593,-12.445785,4.0841413,-11.526653,-10.539059,Angry,03-01-05-01-01-01-24_0.9868480725623583s_to_3.082448979591837s.wav,0.15221497,16.866184
-400.15787,115.22336,-19.30385,27.314228,-5.4949255,9.558211,-16.625317,1.7203428,-14.130117,-9.064159,-17.855852,-10.559569,-3.9291325,-10.162784,-6.806842,-2.4663167,-10.367671,-5.339831,-4.068268,-9.955918,Angry,03-01-05-01-01-02-01_0.9926530612244898s_to_2.9373242630385485s.wav,0.15600528,18.479836
-400.14877,115.22357,-19.292257,27.330465,-5.4910617,9.562896,-16.640612,1.6887007,-14.169346,-9.0967655,-17.867523,-10.547884,-3.913091,-10.157798,-6.8102612,-2.4865475,-10.392962,-5.362214,-4.082777,-9.957847,Angry,03-01-05-01-01-02-01_0.9926530612244898s_to_2.94312925170068s.wav,0.15581807,18.465927
-440.52438,111.669304,-30.432201,5.7054625,-3.4762573,-1.794779,-22.595034,4.187599,-19.620716,-9.827725,-3.810187,-4.766441,-2.8812237,-4.8917346,-5.422722,-7.0179214,-1.8141165,-5.0717916,-9.761927,-3.6185198,Angry,03-01-05-01-01-02-02_0.737233560090703s_to_2.6586848072562357s.wav,0.15886715,29.903955
-439.1463,111.77163,-30.421015,5.876999,-3.3744612,-1.9055834,-22.80576,4.2875648,-19.618734,-9.916886,-3.9686968,-5.024679,-2.967417,-4.788441,-5.562101,-7.1343055,-1.7156904,-5.0552235,-9.859549,-3.6786532,Angry,03-01-05-01-01-02-02_0.748843537414966s_to_2.6528798185941045s.wav,0.1585023,29.427673
-418.92877,125.57852,-19.472738,23.624437,2.3102977,13.883524,-16.229197,-2.4580011,-14.234677,-6.0385013,-0.712094,-9.1486435,-7.267745,-1.143157,-6.6053214,-0.97852135,-4.574909,-6.02425,-4.5071034,-1.9127314,Angry,03-01-05-01-01-02-03_0.9810430839002268s_to_3.0882539682539685s.wav,0.13449009,21.115313
-419.5104,125.64683,-19.327692,23.41511,2.2603655,13.91513,-16.081778,-2.4563498,-14.204396,-6.0423627,-0.7040306,-9.050012,-7.209259,-1.1767567,-6.5319185,-0.95018536,-4.611056,-6.005763,-4.528142,-1.9915727,Angry,03-01-05-01-01-02-03_0.9810430839002268s_to_3.0998639455782313s.wav,0.13424514,21.145962
-411.77087,104.02758,-31.75855,10.198852,-10.256193,-10.597646,-23.52466,0.9770109,-17.682999,-21.992954,-9.581267,-7.671542,-9.397637,-6.1355557,-16.28349,0.28368434,0.2762386,-7.0147595,-5.7215385,0.64853156,Angry,03-01-05-01-01-02-04_1.0216780045351475s_to_2.583219954648526s.wav,0.13688578,18.623564
-413.01932,135.01154,-16.965895,19.899353,5.986279,23.18938,-28.36332,-4.2448177,-4.301529,0.48628166,-8.547602,-5.901548,-0.5367113,-0.0056385105,-6.494127,1.124213,-0.96275306,-3.6301007,-0.99305093,-1.4019201,Angry,03-01-05-01-01-02-05_0.9810430839002268s_to_2.8676643990929707s.wav,0.13129997,19.608099
-414.09726,135.12051,-16.593483,19.820667,5.970274,23.051462,-28.307571,-4.2508254,-4.2128644,0.52607125,-8.511314,-5.899378,-0.48816672,0.0071963193,-6.506866,1.1024096,-0.9374726,-3.5506184,-0.9704125,-1.3990788,Angry,03-01-05-01-01-02-05_0.9810430839002268s_to_2.8792743764172335s.wav,0.13075927,19.543264
-543.36865,108.804886,-26.552347,15.683971,1.723953,8.007841,-24.47381,-2.8523102,-12.869581,-12.671621,-6.0768003,-2.5657463,-2.385758,-8.176097,-4.1624527,-7.623032,-8.105969,0.056496784,-8.5226755,-3.454917,Angry,03-01-05-01-01-02-06_0.6327437641723356s_to_3.0243990929705213s.wav,0.1656983,25.235558
-541.55566,109.34444,-26.019304,15.469587,1.6936045,7.8863106,-24.422194,-2.8341317,-12.88089,-12.679633,-6.208334,-2.6033719,-2.5376804,-8.388685,-4.126704,-7.7809167,-8.185893,0.1218373,-8.631449,-3.671264,Angry,03-01-05-01-01-02-06_0.6559637188208617s_to_3.01859410430839s.wav,0.16371413,24.718575
-372.68787,91.61839,-19.800688,12.845624,4.068625,15.529618,-24.847923,0.65353096,-4.196066,-8.08404,-4.10543,2.1067874,-2.3813398,-3.7243369,-3.161806,5.6187215,-8.948635,-3.5663438,2.9778304,-6.0479274,Angry,03-01-05-01-01-02-07_0.9810430839002268s_to_3.6048979591836736s.wav,0.10877851,14.088284
-398.8303,83.169685,-16.567684,12.5677185,4.6635776,14.862416,-21.332113,1.3859086,-3.043494,-6.5888834,-3.066254,2.4811826,-1.5281898,-2.7245324,-2.2257009,5.6247506,-7.3886065,-2.5274415,3.3769119,-4.6788774,Angry,03-01-05-01-01-02-07_0.9810430839002268s_to_3.912562358276644s.wav,0.09858505,12.602611
-518.2258,81.62783,0.053516034,15.640428,3.7267275,0.97492915,-12.709457,12.214947,-1.5434657,-5.7037067,-1.7909733,-7.509686,-1.6495312,-2.4779935,-4.77314,-0.035534002,-1.3005029,-1.7595458,-3.7915788,-0.95775205,Angry,03-01-05-01-01-02-08_0.9984580498866213s_to_3.5352380952380953s.wav,0.09807416,8.822166
-517.954,81.39541,-0.30919647,15.619033,3.507504,0.850751,-12.745518,12.272257,-1.4954616,-5.6904902,-1.8108054,-7.431049,-1.5206758,-2.4299185,-4.6789308,0.03066368,-1.3519238,-1.7919075,-3.7132444,-0.96761245,Angry,03-01-05-01-01-02-08_0.9984580498866213s_to_3.5526530612244898s.wav,0.09993393,9.35011
-558.97656,143.30128,-4.5621552,19.3098,16.170887,38.068085,-6.5522017,1.8347907,-9.520213,-6.7636595,-6.7993984,-1.6480348,-0.56956446,-6.1907134,-0.409639,4.699916,-7.48336,-2.2895439,-4.4099307,-0.3812836,Angry,03-01-05-01-01-02-09_0.9926530612244898s_to_2.6877097505668934s.wav,0.11429168,18.343992
-591.0568,132.51045,-0.6155177,18.695559,15.747534,35.399364,-3.363952,3.229744,-7.7300344,-5.4359627,-5.1795893,-0.6501653,0.3866504,-4.848151,0.2995779,4.914485,-5.7499495,-1.3543137,-3.1594727,0.27429047,Angry,03-01-05-01-01-02-09_0.9926530612244898s_to_2.948934240362812s.wav,0.10940362,16.148363
-454.0636,99.65589,-14.572036,4.4092927,-1.4836612,4.3137813,-17.884525,0.56013495,-15.679747,-13.424441,-2.1527572,-6.542566,-4.9847097,-9.146094,-6.7300305,-1.7916396,-8.241249,-2.262277,-8.617119,-4.215323,Angry,03-01-05-01-01-02-10_0.2612244897959184s_to_3.0360090702947846s.wav,0.19229816,19.155214
-457.3267,100.00102,-14.910486,3.1003158,-0.75515074,4.5147586,-17.566854,0.47282767,-15.255687,-13.532063,-2.1370952,-5.835837,-4.6702533,-9.092674,-6.6686344,-1.6294092,-7.8751416,-2.310344,-8.413509,-3.9772801,Angry,03-01-05-01-01-02-10_0.2612244897959184s_to_3.1579138321995464s.wav,0.19122554,21.057417
-383.8513,134.44977,-20.826813,2.0532541,-2.8486242,4.8190403,-24.525042,-1.1090534,-21.66046,-18.751945,-3.4917805,-9.284585,-7.87815,-13.131771,-10.104197,-3.8118649,-11.960702,-3.7182417,-12.542744,-6.648615,Angry,03-01-05-01-01-02-10_1.0216780045351475s_to_3.1579138321995464s.wav,0.13337494,18.758644
-464.7103,123.82,4.2422276,36.806427,-5.1144834,13.775151,-9.177547,4.468928,-4.563077,-1.7755076,-11.419128,-7.5934525,3.5401256,-4.899426,-6.101655,0.5466449,-6.780754,-0.85357684,0.8141509,-5.126587,Angry,03-01-05-01-01-02-11_0.8417233560090703s_to_2.4961451247165534s.wav,0.11628112,15.891969
-469.5044,123.46279,5.2663393,35.82095,-5.189963,13.862575,-8.106928,4.9503183,-4.5078077,-2.1085591,-11.218634,-7.147789,3.7498932,-4.7699795,-6.238261,0.24591427,-6.739305,-0.80660963,0.8180936,-5.0300846,Angry,03-01-05-01-01-02-11_0.8417233560090703s_to_2.5425850340136056s.wav,0.114844255,15.817808
-470.6376,134.88046,-13.764373,19.457026,3.3563907,10.751974,-22.128002,7.895297,-8.423652,-9.884679,-9.34445,-3.2348807,-2.8117766,-4.916937,-1.9952949,-5.5082965,-6.055146,5.1690526,-6.082722,-9.996647,Angry,03-01-05-01-01-02-12_1.039092970521542s_to_3.053424036281179s.wav,0.10075811,13.990707
-471.10995,135.01945,-13.501884,19.124182,3.395918,10.927309,-22.106838,7.80264,-8.3734665,-9.740627,-9.284337,-3.2494087,-2.9764283,-4.8730135,-2.0955448,-5.633215,-6.0422544,5.131006,-6.159606,-10.110784,Angry,03-01-05-01-01-02-12_1.0448979591836736s_to_3.053424036281179s.wav,0.10080076,13.801207
-429.74893,146.99754,-19.697067,20.035269,-0.64190173,12.356324,-16.635387,-3.6803157,-11.001176,-10.112047,-17.210205,-4.242117,-1.232865,-11.253907,-4.517988,7.6217265,-7.17905,-5.9635086,5.566579,-6.742986,Angry,03-01-05-01-01-02-13_1.0100680272108844s_to_2.5774149659863945s.wav,0.10453138,15.232372
-431.10162,146.91324,-19.21341,19.859028,-0.7787548,12.241859,-16.392199,-3.4874747,-10.888342,-10.148379,-17.200443,-4.2256217,-1.1739842,-11.120293,-4.455126,7.552844,-7.1792192,-5.97176,5.475246,-6.739453,Angry,03-01-05-01-01-02-13_1.0100680272108844s_to_2.583219954648526s.wav,0.10435704,15.211445
-429.11398,97.53146,-26.1454,14.452239,-11.934227,-7.2243958,-34.097816,6.1106086,-20.01687,-9.842735,-9.489144,-8.518891,-6.0258713,-6.746207,-10.922546,-3.3732176,-6.548917,-4.6085215,-5.8152404,-2.0604208,Angry,03-01-05-01-01-02-14_1.0042630385487528s_to_2.6354648526077096s.wav,0.1671073,21.630808
-432.94202,98.112335,-24.772797,13.846404,-12.211215,-7.1124253,-33.187786,6.162533,-19.841053,-10.041758,-9.515641,-8.280454,-5.6284018,-6.4297953,-10.705812,-3.3998296,-6.5409703,-4.6109414,-5.8697004,-2.2320268,Angry,03-01-05-01-01-02-14_1.0042630385487528s_to_2.6586848072562357s.wav,0.16617346,21.523417
-375.38287,141.3942,-19.322668,10.062997,-0.27881658,15.513177,-28.44396,-0.2247486,1.9517623,-8.632749,-11.004703,-1.1787175,-8.703767,-7.0467815,-1.9645839,-2.5099506,-8.24863,-1.976756,-3.1114905,-8.920228,Angry,03-01-05-01-01-02-15_1.0158730158730158s_to_2.647074829931973s.wav,0.10071906,16.838625
-376.37823,141.30254,-19.160686,9.8453455,-0.32625788,15.620312,-28.122864,-0.1327374,1.8811126,-8.72998,-10.877969,-1.0934861,-8.553835,-6.966811,-1.9801909,-2.4766364,-8.194252,-1.9128549,-3.116604,-8.955156,Angry,03-01-05-01-01-02-15_1.0158730158730158s_to_2.6528798185941045s.wav,0.10081959,16.852291
